external_identify,subject,price,posted_date,body,category,category_name,rooms,size,toilets,floors,width,length,location,longitude,latitude,owner,street_name,ward,ward_name
97527858,Xiaomi Mi 12S Ultra 5G (12-256GB) Black đẹp 99.9%,23700000,1659354761139,"#MUABÁN #GIAOLƯU #TRAOĐỔI #THUMUAĐIỆNTHOẠIGIATOT
🎉🎉🎉#Xiaomi_Mi12S_Ultra #xiaomi #Mi12Sultra                                                               

 📱📱Xiaomi Mi 12S Ultra bản ram 12/256gb màu Đen đẹp leng keng – Fullbox                                                                                           
   
☘️Máy ngoại hình đẹp 99.9% như mới  
       
☘️Màn hình : LTPO 2.0 AMOLED, 1 tỷ màu, 120Hz, HDR10+
6.73 inches, Quad HD+ (1440 x 3200 pixels)
Corning Gorilla Glass Victus 

☘️Bản xách tay ram 12-256G
☘️Chip Qualcomm SM8475 Snapdragon 8+ Gen 1
☘️Pin 4860 mAh                                                                                                           
☘️Hoạt động hoàn hảo không lỗi lầm gì 

   
💰 Giá : yêu thương chỉ có 23xxxx
￼
☎️ Alo qua sdt *** - *** cho e nhé
Hoặc Ibox qua fanpage HN Sotre - Hiếu Android để được hỗ trợ nhanh nhất nhé

==> Bên e có nhận cod  , nhận giao lưu
==> Hỗ trợ trả góp 0% luôn ( qua thẻ tín dụng )
Đc: số 19 ngõ 252 Tây Sơn - Đống Đa- Hà Nội ( Ngay đối điện Đại học Thủy Lợi ) 😎😎

Bao test 1 tuần - bảo hành 1 tháng
Nhận giao lưu với tất cả các dòng điện thoại, máy tính, ipad, laptop, máy ảnh...",5010,Điện thoại,,,,,,,,,,False,,82,Phường Ngã Tư Sở
97528435,Xiaomi Mi 11 Lite 5G NE (8-128GB) BH T8-23 TGDĐ,5450000,1659354761138,"#MUABÁN #GIAOLƯU #TRAOĐỔI #THUMUAĐIỆNTHOẠIGIATOT
🎉🎉🎉#Xiaomi_Mi11_lite_5G #xiaomi #Mi11lite #Mi11lite5G #Mi11lite                                                                

 📱📱Xiaomi Mi 11 Lite 5G NE bản chính hãng ram 8/128gb màu xanh đẹp leng keng bảo hành máy đến tận T8/2023 tại thế giới di động 
   
☘️Máy ngoại hình đẹp 99% như mới 
☘️Hỗ trợ sóng 5G        
☘️Màn hình 90Hz
☘️Bản chính hãng ram 8/128
☘️Chip snap 778G                             
☘️Pin 4250mAh                                                                                                             
☘️Hoạt động hoàn hảo không lỗi lầm gì 

   
💰 Giá : yêu thương chỉ có 5xxxx
￼
☎️ Alo qua sdt *** - *** cho e nhé
Hoặc Ibox qua fanpage HN Store - Hiếu Android để được hỗ trợ nhanh nhất nhé

==> Bên e có nhận cod  , nhận giao lưu
==> Hỗ trợ trả góp 0% luôn ( qua thẻ tín dụng )
Đc: số 19 ngõ 252 Tây Sơn - Đống Đa- Hà Nội ( Ngay đối điện Đại học Thủy Lợi ) 😎😎

Bao test 1 tuần - bảo hành đến T8/2023
Nhận giao lưu với tất cả các dòng điện thoại, máy tính, ipad, laptop, máy ảnh...",5010,Điện thoại,,,,,,,,,,False,,82,Phường Ngã Tư Sở
97528635,iphone 12 64GB Trắng đẹp 99% Quốc Tế BH T3-2023,11950000,1659354761134,"#MUABÁN #GIAOLƯU #TRAOĐỔI #THUMUAĐIỆNTHOẠIGIATOT
🎉🎉🎉#Iphone_12 #Iphone12 #12

📱📱Iphone 12 bản quốc tế 64gb màu xanh Bản Quốc Tế   đẹp 98.5%  còn BH dài T3-2022  
☘️Máy ngoại máy đẹp 98.5% chỉ khẽ phây cực nhẹ ở viền như ảnh chụp  
☘️Máy quốc tế 64GB - Nhật  
☘️Máy nguyên zin, nguyên áp suất
☘️Pin 99%  
☘️Hoạt động hoàn hảo không lỗi lầm gì


💰 Giá : yêu thương chỉ có 11xxxx

￼
☎️ Alo qua sdt *** - *** cho e nhé
Hoặc Ibox qua fanpage HN Store - Hiếu Android để được hỗ trợ nhanh nhất nhé

==> Bên e có nhận cod  , nhận giao lưu
==> Hỗ trợ trả góp 0% luôn ( qua thẻ tín dụng )
Đc: số 19 ngõ 252 Tây Sơn - Đống Đa- Hà Nội ( Ngay đối điện Đại học Thủy Lợi ) 😎😎😎

Bao test 1 tuần - bảo hành 6 tháng
Nhận giao lưu với tất cả các dòng điện thoại, máy tính, ipad, laptop, máy ảnh...",5010,Điện thoại,,,,,,,,,,False,,82,Phường Ngã Tư Sở
97341638,Cần bán đôi nghê như hình,850000,1659354760328,"Nghê là linh vật rất linh thiêng, ace lấy về siêu tầm trưng bầy cho căn nhà của mình thì  rất có ý nghĩa, nghê là linh vật thu hút tài lộc giữ của cho nhà bạn mang đến cho nhiều sự may mắn,anh em nào cần lấy sử dụng mình nhượng lại với giá bình dân, cảm ơn mọi người đã ủng hộ mình trong thời gian ❤",4010,Đồ sưu tầm,,,,,,,,,,False,,9526,Xã Phước Kiển
97431331,"Nhường lại dh siêu phẩm PT, mình là người dùng!",17000000,1659354760327,"Mình là người dùng, book chiếc dh PT này sau hơn 20 ngày chờ đợi cuối cùng về ướm thử lên tay ko hợp(hụt hẫn ghê) nên muốn nhường lại cho người hữu duyên hơn! Hàng siêu cấp nhất thị trường bao ACE test!Mình giao dịch tại nhà để an toàn đôi bên!Hi vọng gặp được người nhiệt tình và cùng đam mê! Sẵn sàng fixx chút cho ACE hữu duyên! Cò lái xin phép tha cho em nhé! Cảm ơn ACE đã đọc tin! Cảm ơn Chợ tốt đã duyệt tin! Trân trọng!",3050,Đồng hồ,,,,,,,,,,False,,9438,Phường 7
95108334,1 LÔ DUY NHAT 80m gần trường ĐH NGUYỄN Tất Thành,3150000000,1659354760327,"♥️ Còn 1 lô   . Quá rẻ cho 1 lô đất đẹp tiềm năng tăng giá rất lớn.

✅ Đường Thông 2 đầu xe hơi ra vào Thoải Mái
Từ Đường .T15 vào 30m Cách quốc lộ tầm 200m

✅ Đường đã làm cống chuẩn bị đổ nhựa 

✅  Lô 4x20 CN 77m đất ở. Sổ hồng riêng sang tên ngay

✅ Đất ở đô thị 100% Xin phép xây dựng tự do. 

 ✅ Bán kính xung quanh 1km có đầy đủ tiện ích

✅ Trường đại học Nguyễn tất thành . Qua Vườn lài về gò vấp 3 Phút

✅ Giá trên còn thương lượng cho khách thuện chí

☎️/ Zalo  .Gặp hiếu Thương lượng chính chủ
♥️ Cam kết thông tin chính sát 100%",1040,Đất,,,,,,,,,,False,,9232,Phường An Phú Đông
97412963,bán lỗ Lô Đất mt Võ Nguyên Giáp 102m2 SHR 670tr,875000000,1659354760309,"Vì kẹt vốn làm ăn nên bán lỗ lô đất gần Cổng số 11- Mặt tiền Đường Võ Nguyên Giáp-Biên Hoà-Đồng Nai với giá cực lỗ chỉ 875tr ( Có thương lượng thêm cho khách thiện chí) 
Diện tích 102m2 (Full thổ cư, nở hậu)
ĐÃ CÓ SỔ, pháp lí rõ ràng , hỗ trợ xin GPXD tự do
- Cách chợ Cổng số 11 5 phút đi xe 
- điện âm , nước máy , ưu đãi tốt nếu khách thiện chí
Liên hệ trực tiếp chính chủ để mua, miễn cò lái",1040,Đất,,,,,,,,,,False,,8992,Phường Phước Tân
97522009,CHO THUÊ CĂN BCONS GARDEN DỌN VÀO Ở NGAY 3TRIỆU5.,3500000,1659354760309,"Vị trí: Mặt tiền Phạm Hữu Lầu, Lý Thường Kiệt, Nguyễn Trãi, gần Khu CN Sóng thần và Vincom Dĩ An, sau lưng trường tiểu học Dĩ An C. Tổng quan dự án. - Gồm 4 block căn hộ cao 28 tầng. - Thiết kế: 1300 căn hộ, TTTM, và shophouse. - Nhận nhà T3/2022. - Pháp lý hoàn chỉnh - sổ hồng riêng từng căn. * Tiện ích: Công viên lớn Dĩ An, vườn treo trên sân thượng, hồ bơi, khu vui chơi trẻ em đầy đủ,... Dễ dàng di chuyển đến siêu thị BigC, bệnh viện, các trường học lân cận từ cấp 1 - 3 chỉ từ 5 phút.",1010,Căn hộ/Chung cư,1,,,,,,,,,False,,8937,Phường Dĩ An
96949752,chung cư sơn ki lầu4-58m2-2pn-1wc.q tân phú,1550000000,1659354760308,"🏡🏡🏡🏡🏡
Chính chủ bán gấp chung cư sơn kì lầu 4,q.tân phú
Dt:58m2
2pn-1wc
Chung cư hk phát sinh chi phí quản lí.
View công viên thoáng mát
Duới chung cư có bán đồ ăn sáng,chợ,sthi..
Gần trường cấp 1,2,3
Cách eoan nhật 5phút…
Hàng xóm thân thiện,dễ gần.
Sổ hồng vĩnh viễn
Giá:1ty550
Bớt lộc cho người thiện chí.
Miễn trung gian-quảng cáo.
Xin cám ơn
👉👉👉👉👉👉

Chính chủ bán gấp chung cư sơn kì lầu 1,q.tân phú
Dt:58m2
2pn-1wc
Chung cư hk phát sinh chi phí quản lí.
View công viên thoáng mát
Duới chung cư có bán đồ ăn sáng,chợ,sthi..
Gần trường cấp 1,2,3
Cách eoan nhật 5phút…
Hàng xóm thân thiện,dễ gần.
Sổ hồng vĩnh viễn
Tặng nội thất : 2 bộ bàn ghế gỗ ( có thể kéo ra làm giường ) , 2 giường gỗ , 2 tủ quần áo , 1 tivi , 1 máy giặt , máy nước nóng , 2 bàn học giá sách , kệ - tủ bếp 
Mua nhanh tặng thêm 1 loa kẹo kéo mới mua 15 ngày , 1 nồi chiên ko dầu 
Giá:2ty170
Bớt lộc cho người thiện chí.
Miễn trung gian-quảng cáo.
Xin cám ơn
Nhận kí gửi mua bán nhà đất-nhà phố-chung cư các quận lận cận
Uy tín chất lượng-Hổ trợ vay vốn ngân hàng-tư vấn pháp lí rõ ràng.
Nói không với nhà ảo,giá ảo.
Liên hệ số dt..",1010,Căn hộ/Chung cư,2,,,,,,,,,False,,9316,Phường Sơn Kỳ
88822284,Gương phòng tắm 50x70cm mới 100% cực đẹp,185000,1659354760307,"Gương phòng tắm 50x70cm mới 100%
Đủ hình dáng: chữ nhật, Oval, bầu 1 đầu
Gương dày 4 ly
Nhìn bên Ngoài đẹp hơn rất nhiều trong ảnh
Đóng hộp chắc chắn
Hàng cực chất
☎ call, sms, zalo 24/7
Cảm ơn các bác đã đọc tin..!",14110,Nội thất,,,,,,,,,,False,,272,Phường Dương Nội
75711032,Yamaha Janus Fi chính chủ 2019 mới tinh nhà dùng,14800000,1659354760307,"Chính chủ cần bán Yamaha Janus mới 99% vì nhà vừa mua oto nên không dùng nữa cần bán lại.Xe tôi đi rất giữ gìn nên bạn nào mua về chỉ việc đi thôi. Giá 14,8tr",2020,Xe máy,,,,,,,,,,False,,205,Phường Mỹ Đình 2
96701679,🔥⚡ CHỐT NHANH 🔥⚡Cho thuê 1PN 50m2 Vinhomes,17000000,1659354760293,"Giỏ hàng cho thuê căn hộ 1 phòng ngủ Vinhomes Central Park giá siêu hữu nghị khách chốt nhanh, đầy đủ nội thất thiết kế theo phong cách đơn giản, sang trọng thích hợp vơi smoij nhu cầu của quý khách hàng.

- Diện tích: 45-57m2
- Giá cho thuê: 17-20 triệu 
- Nội thất đầy đủ từ A-Z 


CAM KẾT GIÁ TỐT  THỊ TRƯỜNG, HÔC TRỢ KHÁCH HÀNG TỚI KHI TÌM ĐƯỢC CĂN HỘ ƯNG Ý .",1010,Căn hộ/Chung cư,1,,,,,,,,,False,,9296,Phường 22
97162827,"Chính chủ Cho thuê nhà MT 156 Ng Ảnh Thủ, 6x30",69000000,1659354759293,"Chính chủ Cho thuê nhà Mặt tiền 156 Nguyễn Ảnh Thủ, Q.12 ngay ngã tư Trung Chánh, Q12.
🏠Hiện trạng là trệt lầu, trống suốt, cầu thang cuối nhà.
🖼Dt: 6 x 30.
🎗Giá thuê: 69 triệu / tháng.TL
🏦Hợp đồng dài hạn
💢Phương thức Thanh toán: Thỏa thuận.
🛎Lh:",1020,Nhà ở,2,,,,,,,,,False,,9229,Phường Hiệp Thành
93434667,Cho thuê CHDV FULL nội thất quận 2 - Bình Thạnh,7000000,1659354754293,"⚠️ Phòng studio - duplex - 1PN - 2PN tất cả đều có sẵn, chỉ cần xách vali vào ở thôi 

studio, duplex: 5tr8 - 6tr5
1PN: 7tr - 7tr5 - 8tr - 10tr
2PN: 11tr - 14tr - 22tr 

🍀 Nội thất cao cấp, đẹp y như hình
🍀 Thiết kế sang trọng, thoáng mát 
🍀 Giá cả BAO RẺ, phù hợp với mọi đối tượng 
🍀 Vị trí thuận tiện cho việc di chuyển qua các trục đường lớn
🍀 Giờ giấc tự do, camera 24/24",1010,Căn hộ/Chung cư,2,,,,,,,,,False,,9340,Phường Thảo Điền (Quận 2 cũ)
97531795,Cho thuê căn hộ chung cư,8000000,1659354754000,"Cho thuê căn hộ chung cư, lầu 3, thang bộ.

Địa chỉ : Lô B, đường Trần Quang Diệu, phường 14, Quận 3. 

Nội thất đính kèm : 2 máy lạnh, 1 tivi, 2 bếp từ, máy hút mùi, 1 tủ lạnh, 1 máy giặt, giường tủ, bàn trang điểm, bộ bàn ghế, sofa, tủ giày.

Vị trí : nằm sát Cầu Lê Văn Sỹ, cách Trường Sa, Hoàng Sa 30m.

Giá : 8 triệu/tháng, thương lượng nhẹ.",1010,Căn hộ/Chung cư,1,,,,,,,,,False,,9353,Phường 14
97531794,Sạc ắc quy Japan nội địa. 110v,650000,1659354749000,"Sạc bình 6v-12v điện 110v có kèm chuyển sạc 220v.
Máy keng đẹp. 
Kv HCM bx Miền Tây",8030,Đồ chuyên dụng,,,,,,,,,,False,,9465,Phường An Lạc A
96109355,I10 2011 Gốc tp đăng kí 2013 nhập ấn,249000000,1659354739272,"Xe không lỗi 
Anh chị xem xe tại Đại Lý Ô tô Hưng Thịnh  12 quốc lộ 1a xã Tân Quý Tây huyện Bình Chánh tp Hồ Chí Minh có định vị trên map",2010,Ô tô,,,,,,,,,,False,,9522,Xã Tân Quý Tây
97441095,Hẻm 7m đường 18-dt:4x17m-q.Bình tân.,4900000000,1659354739272,"Hẻm 7m đường 18 , pBhh , bình tân
Diện tích 4x17m
Hiện trạng : lững 3 Pn
Khu vực : hẻm 7m thông , sát aeon 
Giá 4,9 tỷ tl 
Sổ hồng đầy đủ
Miễn trung gian-quảng cáo
Tiếp người thiện chí-cám ơn
Bên em có rất nhìu sản phẩm từ nhà phố-chung cư các quận lân cận.
Nói không với nhà ảo và giá ảo
Hổ trợ tư vấn pháp li nhà đất",1020,Nhà ở,3,,,,,,,,,False,,9316,Phường Sơn Kỳ
97309401,KẸT TIỀN BÁN NHÀ 40M2 ÂU DƯƠNG LÂN Q8 GẦN CHỢ CSH,1790000000,1659354739272,"Bán nhà 40m2, 2PN Âu Dương Lân Q8. Gần chợ Rạch Ông

Giá: 1 tỷ 790 (Còn thương lượng với anh chị có thiện chí)

Diện tích: 40m2 (Ngang 4m, dài 10m)

Kết cấu: 1 trệt 1 lầu, 2 phòng ngủ, 2WC 

Hẻm 4m thông thoáng, trời mưa không ngập úng

Tiện ích: Gần chợ, siêu thị, bách hoá xanh, trường học, bệnh viện, ngân hàng, khu vực buôn bán sầm uất, dân trí cao, an ninh trật tự.

Có sổ hồng, bao công chứng sang tên trong ngày

MIỄN TIẾP CÒ LÁI, MIỄN TIẾP MÔI GIỚI!",1020,Nhà ở,2,,,,,,,,,False,,9443,Phường 3
97408828,"Vợ Chồng muốn bán nhà  C4 76,5M2 Hóc Môn 595tr",595000000,1659354739272,"Kẹt tiền hết xoay sở  cần bán nhà cấp 4 như hình Hóc Môn
Nhà gần KCN Nhị Xuân đường vô 1/ 4m đường thông xung quanh bán kính 500m tiện nghi đầy đủ gần Ngã Ba Giòng 
Diện Tích 4,5m x 17m  Tổng 76,5m2 đất thổ cư.
Giá   595tr Hình ảnh thật 100%
Liên hệ qua số để được thông tin chi tiết.",1020,Nhà ở,3,,,,,,,,,False,,9503,Xã Xuân Thới Sơn
94411473,"Nhà đẹp đường TRẦN THÁNH TÔNG, 2 TẦNG, 56 m2",3790000000,1659354739272,"- CHÍNH CHỦ cần bán nhà hẻm một /, đường TRẦN THÁNH TÔNG – 2 TẦNG  – 56 m2.
+ Nhà rất mới, nội thất đầy đủ, dọn vào ở ngay, chủ nhà tâm huyết, chăm chút từng chi tiết, không 1 lỗi nhỏ dù là nhỏ nhất. 
+ Hẻm xe ba gác, thông ra Cống Lở, Phạm Văn Bạch.
+ Nhà 1 trệt 1 lầu. Gồm 2PN, 2WC, PK, bếp, ban công, giếng trời thoáng sáng.
+ Khu an ninh, yên tĩnh toàn nhà đẹp, thích hợp để an cư lâu dài.
+ Gần trường học các cấp, siêu thị, chợ, bệnh viện, tiện ích đầy đủ.
+ Pháp lý chuẩn, không quy hoạch, không lộ giới, sổ hồng công chứng trong ngày, không vướng ngân hàng, hổ trợ thanh toán linh hoạt. 
+ Đặc biệt, giá bán THƯƠNG LƯỢNG MẠNH, hổ trợ vay ngân hàng, thanh toán linh hoạt. 

Mời anh chị em môi giới cùng hợp tác.",1020,Nhà ở,2,,,,,,,,,False,,9313,Phường 15
90047643,Hưng Ngân (Có sổ) DT 68m2 2PN Kề côngviên phần mềm,1820000000,1659354739251,"Tình trạng căn hộ: Nhà đầy đủ nội thất. Vào ở liền được.

DT: 68m2, 2PN, 2WC. Có sổ. Hỗ trợ vay.

* Vị trí: Ngay công viên phần mềm Quang Trung - một trong những mảng xanh trong lành lớn nhất TPHCM.

* Khuôn viên rộng lớn tách biệt với đường nội bộ, thông thoáng là nơi vui chơi cho trẻ em và cả gia đình sau 1 ngày làm việc.

* Sân thượng tòa nhà sử dụng riêng cho cư dân, có thể tổ chức BBQ, ngắm cảnh toàn TP.

LH Đại Phong (call/fb/zalo) xem nhà thực tế.",1010,Căn hộ/Chung cư,2,,,,,,,,,False,,9231,Phường Tân Chánh Hiệp
97531793,Nhẫn bạc ngoại 925 đính đá tuyệt đẹp!,550000,1659354737000,"Nhẫn bạc ngoại 925 đính đá tuyệt đẹp!
Size 18.5-19
Kiểu dâng sang trọng
Đá đẹp chiếu mạnh, nước bạc đẹp
Đeo nhẹ tay
Ae yêu thích liên hệ sdt chợ tốt hoặc Zl
Cảm ơn ace đã xem tin",3090,Phụ kiện thời trang khác,,,,,,,,,,False,,9318,Phường Tân Thành
97531792,Máy Lọc nước Kangaroo KG104AVTU,4000000,1659354736000,"Máy mới 100%
Hàng vừa mua tại FPTShop nhưng không ưng ý 
Có thể trao đổi thêm về giá",14110,Nội thất,,,,,,,,,,False,,8937,Phường Dĩ An
97531791,BÁN 2 LÔ ĐẤT ĐỐI DIỆN CỔNG C CÁT LÁI-SHR-3ty8,3800000000,1659354736000,"đất liền kề đối diện cổng C cảng Cát Lái.
Full thổ cư.
DT lô 59: 5x26.8m.
DT lô 60: 5x26.6m.
Đất trống đã rào lưới B40.
Vỉa hè 15m để xe thoải mái.
Tiện xây văn phòng logistic.",1040,Đất,,,,,,,,,,False,,9347,Phường Cát Lái (Quận 2 cũ)
97531789,đồng hồ dw 32mm,1300000,1659354732000,còn mới tinh nhé anh chị em mình pass dùm bạn gái mình ai chốt ib mình nhanh có fix nhé,3050,Đồng hồ,,,,,,,,,,False,,10432,Phường Bình Khánh
97531840,cần MUA gà thịt,150000,1659354871000,"Ai có gà thịt (già) bán mình nhé. 
Đui, chột, què, lỗi tật gì cũng ok miễn gà mập mạnh khoẻ (già ngon) 
Gà đòn trống 150k ký mái 125ký. 
Gà ta trống mái 110k 
Gà tre trống mái 110k ký. 
Gà nòi trống mái 110k ký. 
Vịt xiêm già thải 80k ký
Gà gì già cũng cân. (Không mua gà mới đá thua)
Mua bán nhanh nhẹn nhiệt tình. Mang lại là cân. Số nhiều trên 5 con anh chị gọi trước dùm nhé. 
(Mua gà về bán thịt nên ko đòi hỏi gì khác ngoài những yếu tố trên) miễn con gà làm ra bán cho khách hàng ăn ngon là mua. 
Số nhà 831a quốc lộ 1a phường bình hưng hoà a. bình tân, (chân cầu bình thuận) 
Cám ơn ac đã xem tin.",12010,Gà,,,,,,,,,,False,,9457,Phường Bình Hưng Hoà A
97531838,Bán Sam Sung A90 5g Hàn Quốc,3900000,1659354870000,"Bán Sam Sung A90 5G Hàn Quốc máy xài kỹ, đẹp long lanh full zin
Chip 885
6/128
Pin 4500mAp
Bao game cày cuốc, yotube lướt web vô tư. Có Ship Code cho ae ở xa",5010,Điện thoại,,,,,,,,,,False,,7916,Thị trấn Đức Tài
97531839,Bán gà 3kg5 tay tot long mới,1300000,1659354870000,Bán gà 3kg5 ở bến tre có síp các tỉnh cho ae. Ai cần liên hệ e gửi xe,12010,Gà,,,,,,,,,,False,,9159,Phường Kim Dinh
97531837,trục chính từ cây xăng Hoàng Thạnh vào đất 300m,580666777,1659354867000,"-Đất dân chính chủ
-Mặt tiền đường chính Thái Sơn Điện Tiến Điện Bàn Cách Ngã tư chợ Lệ Trạch Hoà Tiến Đà Nẵng đúng 2km(không quảng cáo,nói thêm)
-GIá rẻ dao động từ 579tr đến 959tr cam kết rẻ hơn so với thị trường
-Gần đường nhựa và đường nhựa từ 3m đến 10m và được quy hoạch tương lai hơn 25m
-Xung quanh dân cư hiện hữu- view rất đẹp-đất đẹp y hình
-DT: 108,7m2 đến 144,35m2(ngang từ 5 và 6m trở lên)
-Liên hệ***gặp Nghĩa",1040,Đất,,,,,,,,,,False,,6976,Xã Điện Tiến
97407168,Samsung a6 ram 3/32,1100000,1659354866502,Bán samsung a6 như hình mọi chức năng ok nay bán cho ai cần,5010,Điện thoại,,,,,,,,,,False,,6866,Phường Thạc Gián
97531836,Tìm nhà mới cho bé mèo,2222222,1659354862000,"8 tháng tuổi
Cái
Ngoan hiền sạch sẽ",12050,Mèo,,,,,,,,,,False,,194,Xã Dương Xá
97531835,Cần Vốn Làm Ăn Bán Nhanh Căn Nhà Gò Vấp Giá Rẻ,1540000000,1659354862000,"DC: Đường Dương Quảng Hàm P5 Gò Vấp
• DT: 4mx12m, 48m2
Nhà 1 trệt - 1 lầu , 3 phòng ngủ - 2wc + sân thượng
• Mặt hẻm 4m cách đường chính 30m. Có chỗ đậu xe hơi. Vị trí gần ngay trung tâm, cách các điểm giao dịch của các ngân hàng lớn TGDD , BHX , siêu thị, chợ tầm 150m. 
Bớt lộc cho anh em thiện chí",1020,Nhà ở,3,,,,,,,,,False,,9271,Phường 5
95712976,CẦN RA ĐI NHÀ Đ.HƯƠNG LỘ 2.Q.BÌNH TÂN 48M2 SHR,2240000000,1659354861491,"Chủ cần ra đi nhà đường Bình Trị Đông A diện tích : 48m2 ( 4 x 12 ) Sổ hồng riêng.
_ Nhà 1 trệt 1 lầu 2PN , 2WC , Nhà Hiện trạng hơi cũ cần sơn sửa lại do hết hợp Đồng thuê nhà .
_ Hẻm 5m thông với đường Lê Văn Quới khu dân cư sầm uất thuận tiện mua bán .
_ liên hệ Duy xem nhà .",1020,Nhà ở,2,,,,,,,,,False,,9460,Phường Bình Trị Đông A
97471274,BÁN GẤP NHÀ HXH P19 BT 4 TẦNG 44M2 CHỈ 6.2 TỶ,6200000000,1659354861471,"BÁN GẤP NHÀ HXH PHẠM VIẾT CHÁNH PHƯỜNG 19 BÌNH THẠNH 4 TẦNG 44M2 CHỈ 6.2 TỶ
Nhà chủ xây tâm huyết nay bán để mua nhà mặt tiền kinh doanh, nhà còn mới 4 tầng 4 phòng ngủ 4wc, nội thất đầy đủ, chỉ cần xách vali vô là ở ngay.
Hẻm xe hơi sạch sẽ cách mặt tiền 50m, cách ngã tư Hàng Xanh 1.5km, cách cầu Thị Nghè 300m đi đâu cũng tiện, 3 bước sang Quận 1, 10 phút tới Phú Nhuận, Gò Vấp, Quận 3.
Nằm cạnh các đường Xô Viết Nghệ Tĩnh, Điện Biên Phủ, Nguyễn Văn Lạc, Nguyễn Cửu Vân, Huỳnh Mẫn Đạt, Phan Văn Hân, Huỳnh Tịnh Của, Ngô Tất Tố.
Nhà đẹp sổ vuông vức ngang 4m dài 13m, chuẩn pháp lý, hoàn công đầy đủ, công chứng trong ngày.
Khu vực an ninh dân trí cao, tiện ích xung quanh không thiếu thứ gì từ trường học cho đến bệnh viện.
Gọi ngay: TOẠI BÌNH THẠNH, để được tư vấn và xem nhà miễn phí.
Xin lỗi không tiếp môi giới và trung gian, cảm ơn.",1020,Nhà ở,4,,,,,,,,,False,,9297,Phường 19
97218273,BÁN NHÀ QUẬN BÌNH THẠNH_PHAN VĂN TRỊ_P13. GIÁ 2TỶ1,2100000000,1659354861470,"✔ Nhà hẻm 5m, 1 lầu, 1 trệt, 2PN, 1PK, 1 bếp, 2WC
✔ Vị trí gần chợ, trường Tiểu học Phan Văn Trị, thông ra đường Phạm Văn Đồng. Thuận tiện di chuyển qua trường ĐH Hutech, Văn Lang-cơ sở 2 và các quận trung tâm.
✔ Giấy tờ: sổ hồng chính chủ - hoàn công đủ, sang tên công chứng trong ngày.
✔ CAM KẾT không cò lái, qua trung gian",1020,Nhà ở,2,,,,,,,,,False,,9280,Phường 11
97439710,Mặt Bằng căn góc ngã ba,25000000,1659354861470,"Mặt bằng: tầng trệt 2 mặt tiền
Lối đi riêng
347 nguyễn đình chiểu p5q3
Dt : 3,1x17
Thích hợp mọi ngành nghề
LH : C thảo ( miễn đăng tin quảng cáo)",1030,Văn phòng,,,,,,,,,,False,,9361,Phường 5
97367894,CHO THUÊ CH BCONS GARDEN DĨ AN 2PN GIÁ 4TR,4000000,1659354861469,"Vị trí: 65 Phạm Hữu Lầu, Dĩ An, Bình Dương, đây là vị trí đắc địa ngay trung tâm thành phố Dĩ An, liền kề KCN Sóng Thần.Bcons Garden được đánh giá là một trong những căn hộ Bcons có quy mô lớn và chất lượng tiện ích tốt nhất được phát triển bởi Công ty Cổ phần Địa ốc Bcons.
Những tiện ích cụ thể khi bạn thuê căn hộ Bcons Garden:                                                                     Giao thông: Từ Bcons Garden cư dân có thể dễ dàng thuận tiện di chuyển qua các tuyến đường giao thông huyết mạch: Quốc Lộ 13, Quốc Lộ 1K, Phạm Văn Đồng… Kết nối nhanh chóng về Quận Thủ Đức, các khu vực trọng điểm như :KCN Sóng Thần, làng Đại học Quốc gia TP.HCM, chợ Thủ Đức, đường Phạm Văn Đồng, Gigal Mall
Tiện ích nội khu:
Hồ bơi tràn 500 m2
Siêu thị tiện ích, Shophouse, cà phê nội khu
Phòng tập Gym & Yoga
Khu vui chơi cho trẻ em, công viên cây xanh
Nhà trẻ chất lượng cao",1010,Căn hộ/Chung cư,2,,,,,,,,,False,,8937,Phường Dĩ An
95951094,"Nhà Kim Giang,(15m ra ô tô).33m,4T,MT:3.7m,4.15 tỷ",4150000000,1659354861449,"- Nhà vị trí rất đẹp. (15m ra đường 2 ô tô tránh), ngõ thông lung tung toàn đường ôtô thôi mọi người oi
- Nhà cách 2 nhà ra đường ô tô tải qua.Ngõ trước mặt nhà mình 2m, thoáng vĩnh viễn.
- Nhà mình tiện đường, tiện chợ thứ gì cũng có. Dân trí cao, an ninh tốt.
- Nhà xây 4 tầng kiên cố. Chủ vừa sửa lại long lanh lóng lánh cho con zai ở nhưng thích chung cư lên bán, cây cối tài lộc xanh mướt mát.
+ T1: PK + Bếp
+ T2,3: Mỗi tầng 2 ngủ + vs.
+ T4 Phòng thờ + sân phơi.
- Sổ đỏ vuông đét
Chủ nhiệt bán, hiểu chuyện.",1020,Nhà ở,4,,,,,,,,,False,,109,Phường Đại Kim
97531833,Iphone 5s mất vân,699000,1659354858000,"Mất vân còn lại full chức năng! 
Máy chính chủ ae vào việc nhé!",5010,Điện thoại,,,,,,,,,,False,,204,Phường Mỹ Đình 1
97531832,Móc treo ENDO từ 2.5-5kg.Dây dài 1.3M.Dây tự rút,200000,1659354857000,"Móc treo ENDO từ 2.5-5kg
Dây dài 1.3M
Dây tự rút
G.....200k ko bao ship",14110,Nội thất,,,,,,,,,,False,,10756,Phường Lê Bình
